term,coef,std_err,t,p
intercept,0.05028133461410397,0.018751931149788636,2.681395010063842,0.007331591635994628
anom_signed,0.00019423207556186592,0.0003807763306252848,0.5100949295953121,0.6099849572724785
adj_r2,-0.0023506200990748294
