term,coef,std_err,t,p
intercept,0.014500086995359162,0.0057766381742380525,2.510125536341342,0.012068824832191447
anom_signed,0.00013957613120517659,0.00017068169696961606,0.8177568754195318,0.4134960269800565
adj_r2,-0.002626091542540898
