target,pearson_r,pearson_p,spearman_r,spearman_p
fwd_cc,0.043946555981694224,0.51574276704078,0.07841680538841,0.24567144002973604
fwd_c,-0.015537116976110987,0.819159381638662,-0.05450547582234164,0.42221281822440027
fwd_spread_usd,0.04740589125027359,0.4852266995839569,0.0750849974520115,0.26857070404663336
